ID	SS02	SS04	SS06	SS08	SS10	SS12	SS14	AC	Gene_name_short	Protein_name	Species	Evalue
comp222634_c1	19.42	18.94	14.5	13.94	4	2.4	2.84	Q62904	DHB7_RAT	"3-keto-steroid reductase"	"Rattus norvegicus (Rat)."	3e-53
comp222634_c1	19.42	18.94	14.5	13.94	4	2.4	2.84	Q9JJZ4	UB2J1_MOUSE	"Ubiquitin-conjugating enzyme E2 J1"	"Mus musculus (Mouse)."	7e-102
comp222634_c1	19.42	18.94	14.5	13.94	4	2.4	2.84	O88736	DHB7_MOUSE	"3-keto-steroid reductase"	"Mus musculus (Mouse)."	1e-90
comp221672_c1	19.4	17.06	18.85	11.26	8.16	9.54	11.11	B4PUD0	MOC2A_DROYA	"Molybdopterin synthase sulfur carrier subunit"	"Drosophila yakuba (Fruit fly)."	0.0000000000001
comp221672_c1	19.4	17.06	18.85	11.26	8.16	9.54	11.11	A4FUY7	MOC2B_BOVIN	"Molybdopterin synthase catalytic subunit"	"Bos taurus (Bovine)."	7e-66
comp221672_c1	19.4	17.06	18.85	11.26	8.16	9.54	11.11	Q5UR67	YR617_MIMIV	"Uncharacterized protein R617"	"Acanthamoeba polyphaga mimivirus"	0.0000000000001
comp221672_c1	19.4	17.06	18.85	11.26	8.16	9.54	11.11	B5FXU9	MOC2B_TAEGU	"Molybdopterin synthase catalytic subunit"	"Taeniopygia guttata (Zebra finch"	2e-65
comp223664_c1	19.39	10.08	2.99	2.16	2.32	1.6	1.66	Q8N9H8	MUT7_HUMAN	"Probable exonuclease mut-7 homolog"	"Homo sapiens (Human)."	2e-102
comp225096_c0	19.36	13.3	8.26	2.48	2.28	1.34	0.53	Q8BGK6	YLAT2_MOUSE	"Y+L amino acid transporter 2"	"Mus musculus (Mouse)."	1e-95
comp212946_c6	19.36	6.43	2.89	1.64	2.53	1.75	1.06	A0MGZ7	H6ST3_DANRE	"Heparan-sulfate 6-O-sulfotransferase 3"	"Danio rerio (Zebrafish) (Brachyd"	2e-122
comp225096_c0	19.36	13.3	8.26	2.48	2.28	1.34	0.53	Q9QXW9	LAT2_MOUSE	"Large neutral amino acids transporter small subunit 2"	"Mus musculus (Mouse)."	7e-96
comp217163_c0	19.33	17.47	11.72	6.09	15.34	12.17	7.83	Q9P0J7	KCMF1_HUMAN	"E3 ubiquitin-protein ligase KCMF1"	"Homo sapiens (Human)."	1e-112
comp217163_c0	19.33	17.47	11.72	6.09	15.34	12.17	7.83	Q9P0J7	KCMF1_HUMAN	"E3 ubiquitin-protein ligase KCMF1"	"Homo sapiens (Human)."	1e-117
comp217163_c0	19.33	17.47	11.72	6.09	15.34	12.17	7.83	Q9P0J7	KCMF1_HUMAN	"E3 ubiquitin-protein ligase KCMF1"	"Homo sapiens (Human)."	4e-100
comp217163_c0	19.33	17.47	11.72	6.09	15.34	12.17	7.83	Q9P0J7	KCMF1_HUMAN	"E3 ubiquitin-protein ligase KCMF1"	"Homo sapiens (Human)."	2e-114
comp217163_c0	19.33	17.47	11.72	6.09	15.34	12.17	7.83	Q9P0J7	KCMF1_HUMAN	"E3 ubiquitin-protein ligase KCMF1"	"Homo sapiens (Human)."	1e-103
comp217163_c0	19.33	17.47	11.72	6.09	15.34	12.17	7.83	Q9P0J7	KCMF1_HUMAN	"E3 ubiquitin-protein ligase KCMF1"	"Homo sapiens (Human)."	4e-120
comp215472_c0	19.32	22.27	34.74	33.96	26.85	26.86	38.96	P05132	KAPCA_MOUSE	"cAMP-dependent protein kinase catalytic subunit alpha"	"Mus musculus (Mouse)."	0
comp215472_c0	19.32	22.27	34.74	33.96	26.85	26.86	38.96	P12370	KAPC_DROME	"cAMP-dependent protein kinase catalytic subunit"	"Drosophila melanogaster (Fruit f"	0
comp217972_c1	19.32	33.35	15.96	2.67	4.67	3.36	1.27	Q96FL9	GLT14_HUMAN	"Polypeptide N-acetylgalactosaminyltransferase 14"	"Homo sapiens (Human)."	0
comp217972_c1	19.32	33.35	15.96	2.67	4.67	3.36	1.27	Q8LGG8	USPAL_ARATH	"Universal stress protein A-like protein"	"Arabidopsis thaliana (Mouse-ear "	0.0000000000004
comp224958_c0	19.3	10.91	9.08	16.59	17.59	19.43	23.1	P31400	VATA_MANSE	"V-type proton ATPase catalytic subunit A"	"Manduca sexta (Tobacco hawkmoth)"	0
comp219299_c1	19.3	15.88	17.41	14.64	10	9.14	8.93	P48758	CBR1_MOUSE	"Carbonyl reductase [NADPH] 1"	"Mus musculus (Mouse)."	1e-91
comp224958_c0	19.3	10.91	9.08	16.59	17.59	19.43	23.1	P31400	VATA_MANSE	"V-type proton ATPase catalytic subunit A"	"Manduca sexta (Tobacco hawkmoth)"	5e-148
comp219299_c1	19.3	15.88	17.41	14.64	10	9.14	8.93	P48758	CBR1_MOUSE	"Carbonyl reductase [NADPH] 1"	"Mus musculus (Mouse)."	3e-93
comp218207_c1	19.3	10.77	9.49	9.11	4.17	6.35	4.69	Q9ERU2	ZNF22_RAT	"Zinc finger protein 22"	"Rattus norvegicus (Rat)."	0.00000001
comp218207_c1	19.3	10.77	9.49	9.11	4.17	6.35	4.69	Q62255	SALL3_MOUSE	"Sal-like protein 3"	"Mus musculus (Mouse)."	0.0000000004
comp224958_c0	19.3	10.91	9.08	16.59	17.59	19.43	23.1	Q6DBY2	NAA50_DANRE	"N-alpha-acetyltransferase 50"	"Danio rerio (Zebrafish) (Brachyd"	1e-91
comp219299_c1	19.3	15.88	17.41	14.64	10	9.14	8.93	P16152	CBR1_HUMAN	"Carbonyl reductase [NADPH] 1"	"Homo sapiens (Human)."	2e-97
comp207968_c1	19.29	25.57	53.56	55.38	18.54	17.46	21.64	P45478	PPT1_BOVIN	"Palmitoyl-protein thioesterase 1"	"Bos taurus (Bovine)."	6e-123
comp225375_c3	19.27	19.63	15.8	19.75	17.91	21.72	28.95	Q9Y2Q3	GSTK1_HUMAN	"Glutathione S-transferase kappa 1"	"Homo sapiens (Human)."	2e-72
comp225375_c3	19.27	19.63	15.8	19.75	17.91	21.72	28.95	Q2TA11	CA158_BOVIN	"Uncharacterized protein C1orf158 homolog"	"Bos taurus (Bovine)."	1e-17
comp225375_c3	19.27	19.63	15.8	19.75	17.91	21.72	28.95	Q2TA11	CA158_BOVIN	"Uncharacterized protein C1orf158 homolog"	"Bos taurus (Bovine)."	1e-24
comp216141_c0	19.24	7.62	7.26	4.67	2.88	1.59	1.37	Q9Y4X1	UD2A1_HUMAN	"UDP-glucuronosyltransferase 2A1"	"Homo sapiens (Human)."	3e-69
comp216141_c0	19.24	7.62	7.26	4.67	2.88	1.59	1.37	P16662	UD2B7_HUMAN	"UDP-glucuronosyltransferase 2B7"	"Homo sapiens (Human)."	9e-26
comp214911_c2	19.24	14.66	20.65	15.43	10.03	14.02	18.27	A4D161	F221A_HUMAN	"Protein FAM221A"	"Homo sapiens (Human)."	4e-78
comp216141_c0	19.24	7.62	7.26	4.67	2.88	1.59	1.37	Q64676	CGT_MOUSE	"2-hydroxyacylsphingosine 1-beta-galactosyltransferase"	"Mus musculus (Mouse)."	2e-72
comp214911_c2	19.24	14.66	20.65	15.43	10.03	14.02	18.27	A4D161	F221A_HUMAN	"Protein FAM221A"	"Homo sapiens (Human)."	6e-107
comp216141_c0	19.24	7.62	7.26	4.67	2.88	1.59	1.37	Q8JZZ0	UD3A2_MOUSE	"UDP-glucuronosyltransferase 3A2"	"Mus musculus (Mouse)."	0.0000000000006
comp214911_c2	19.24	14.66	20.65	15.43	10.03	14.02	18.27	Q8C790	F221A_MOUSE	"Protein FAM221A"	"Mus musculus (Mouse)."	2e-51
comp216141_c0	19.24	7.62	7.26	4.67	2.88	1.59	1.37	Q64676	CGT_MOUSE	"2-hydroxyacylsphingosine 1-beta-galactosyltransferase"	"Mus musculus (Mouse)."	9e-74
comp218977_c1	19.23	4.61	3.13	1.35	1.34	1.89	3.46	A9UMG5	IMPTB_XENTR	"Protein IMPACT-B"	"Xenopus tropicalis (Western claw"	9e-75
comp221823_c1	19.22	26.7	34.93	40.18	33.88	39.6	61.85	Q2YDD0	HSP7E_BOVIN	"Heat shock 70 kDa protein 14"	"Bos taurus (Bovine)."	5e-141
comp221823_c1	19.22	26.7	34.93	40.18	33.88	39.6	61.85	B4NIN8	ARMET_DROWI	"Mesencephalic astrocyte-derived neurotrophic factor homolog"	"Drosophila willistoni (Fruit fly"	2e-64
comp224607_c3	19.2	9.35	8.28	4.65	9.17	7.4	5.81	C9JN71	ZN878_HUMAN	"Zinc finger protein 878"	"Homo sapiens (Human)."	2e-18
comp221026_c0	19.2	9.65	7.88	5.73	4.52	3.63	1.78	Q6P7B7	ZFY27_RAT	Protrudin	"Rattus norvegicus (Rat)."	3e-20
comp221026_c0	19.2	9.65	7.88	5.73	4.52	3.63	1.78	Q5BIM5	ZFY27_BOVIN	Protrudin	"Bos taurus (Bovine)."	2e-25
comp224218_c0	19.19	12.38	11.96	10.8	13.82	14.55	14.38	P17480	UBF1_HUMAN	"Nucleolar transcription factor 1"	"Homo sapiens (Human)."	2e-99
comp224539_c0	19.19	35.62	42.69	43.1	16.37	15.1	29.8	Q9Y3D5	RT18C_HUMAN	"28S ribosomal protein S18c, mitochondrial"	"Homo sapiens (Human)."	2e-26
comp224539_c0	19.19	35.62	42.69	43.1	16.37	15.1	29.8	Q9Y3D5	RT18C_HUMAN	"28S ribosomal protein S18c, mitochondrial"	"Homo sapiens (Human)."	6e-27
comp225050_c0	19.19	15.49	14.54	7.54	7.84	8.06	4.34	D2GU20	ERAL1_AILME	"GTPase Era, mitochondrial"	"Ailuropoda melanoleuca (Giant pa"	2e-44
comp223135_c1	19.19	19.56	11.86	5.12	3.42	2.42	1.19	Q99571	P2RX4_HUMAN	"P2X purinoceptor 4"	"Homo sapiens (Human)."	1e-118
comp217260_c0	19.17	8.91	18.57	24.89	25.2	27.14	35.55	Q6NZ09	ADRM1_DANRE	"Proteasomal ubiquitin receptor ADRM1"	"Danio rerio (Zebrafish) (Brachyd"	2e-120
comp215456_c0	19.15	8.51	20.61	18.83	16.71	19.29	43.5	Q5F428	EIF3L_CHICK	"Eukaryotic translation initiation factor 3 subunit L"	"Gallus gallus (Chicken)."	0
comp218346_c0	19.15	18.1	28.91	31.82	27.45	33.98	46.11	A1L2I9	T214B_XENLA	"Transmembrane protein 214-B"	"Xenopus laevis (African clawed f"	9e-114
comp225478_c0	19.14	6.45	4.32	1.39	2.76	2.55	3.08	Q6YHK3	CD109_HUMAN	"CD109 antigen"	"Homo sapiens (Human)."	2e-74
comp225478_c0	19.14	6.45	4.32	1.39	2.76	2.55	3.08	Q6YHK3	CD109_HUMAN	"CD109 antigen"	"Homo sapiens (Human)."	0
comp213892_c0	19.14	6.42	3.24	1.4	0.18	0.08	0.09	P27398	CAND_DROME	Calpain-D	"Drosophila melanogaster (Fruit f"	4e-29
comp216339_c1	19.12	16.24	19.14	12.04	3.71	5.37	9.92	Q9W590	LSG1_DROME	"Large subunit GTPase 1 homolog"	"Drosophila melanogaster (Fruit f"	1e-99
comp220535_c0	19.11	26.33	17.65	6.12	8.41	6.66	6.51	Q14442	PIGH_HUMAN	"Phosphatidylinositol N-acetylglucosaminyltransferase subunit H"	"Homo sapiens (Human)."	8e-34
comp225934_c0	19.1	23.83	24.38	24.67	25.97	21.53	23.07	Q5M9Q1	NKAPL_HUMAN	"NKAP-like protein"	"Homo sapiens (Human)."	1e-52
comp225934_c0	19.1	23.83	24.38	24.67	25.97	21.53	23.07	Q5T200	ZC3HD_HUMAN	"Zinc finger CCCH domain-containing protein 13"	"Homo sapiens (Human)."	4e-21
comp225934_c0	19.1	23.83	24.38	24.67	25.97	21.53	23.07	P23919	KTHY_HUMAN	"Thymidylate kinase"	"Homo sapiens (Human)."	6e-71
comp225934_c0	19.1	23.83	24.38	24.67	25.97	21.53	23.07	Q5T200	ZC3HD_HUMAN	"Zinc finger CCCH domain-containing protein 13"	"Homo sapiens (Human)."	0.00000000002
comp225718_c0	19.07	15.6	12.07	14.52	21.18	20.47	23.52	Q5REX3	ZFR_PONAB	"Zinc finger RNA-binding protein"	"Pongo abelii (Sumatran orangutan"	0
comp225718_c0	19.07	15.6	12.07	14.52	21.18	20.47	23.52	Q69ZQ1	K1161_MOUSE	"Uncharacterized family 31 glucosidase KIAA1161"	"Mus musculus (Mouse)."	2e-61
comp223700_c0	19.06	10.8	2.63	1.24	2.31	2.42	1.06	P17405	ASM_HUMAN	"Sphingomyelin phosphodiesterase"	"Homo sapiens (Human)."	2e-157
comp225488_c0	19	9.53	12.19	17.8	10.91	7.77	8.07	O88874	CCNK_MOUSE	Cyclin-K	"Mus musculus (Mouse)."	4e-115
comp225488_c0	19	9.53	12.19	17.8	10.91	7.77	8.07	Q7SXS7	SETD3_DANRE	"Histone-lysine N-methyltransferase setd3"	"Danio rerio (Zebrafish) (Brachyd"	2e-146
comp219654_c1	18.97	19.14	11.32	11.16	4.61	5.86	7.99	B1AS42	NB5R5_MOUSE	"NADH-cytochrome b5 reductase-like"	"Mus musculus (Mouse)."	5e-72
comp219654_c1	18.97	19.14	11.32	11.16	4.61	5.86	7.99	A2VDD2	TC1DB_XENLA	"Tctex1 domain-containing protein 1-B"	"Xenopus laevis (African clawed f"	5e-30
comp219654_c1	18.97	19.14	11.32	11.16	4.61	5.86	7.99	Q8NE22	SETD9_HUMAN	"SET domain-containing protein 9"	"Homo sapiens (Human)."	8e-82
comp223331_c0	18.96	8.1	6.79	7.94	10.08	6.36	4.78	Q8C8H8	KY_MOUSE	"Kyphoscoliosis peptidase"	"Mus musculus (Mouse)."	2e-41
comp219256_c3	18.93	17.04	24.1	25.76	14.15	15.19	26.99	Q9BXY0	MAK16_HUMAN	"Protein MAK16 homolog"	"Homo sapiens (Human)."	3e-59
comp219256_c3	18.93	17.04	24.1	25.76	14.15	15.19	26.99	Q9BXY0	MAK16_HUMAN	"Protein MAK16 homolog"	"Homo sapiens (Human)."	1e-100
comp223394_c2	18.91	18.54	26.07	26.79	20.39	21.69	36.91	C3Z724	UBE2S_BRAFL	"Ubiquitin-conjugating enzyme E2 S"	"Branchiostoma floridae (Florida "	2e-100
comp223394_c2	18.91	18.54	26.07	26.79	20.39	21.69	36.91	P20004	ACON_BOVIN	"Aconitate hydratase, mitochondrial"	"Bos taurus (Bovine)."	3e-174
comp223394_c2	18.91	18.54	26.07	26.79	20.39	21.69	36.91	Q7SZ07	CP52B_XENLA	"Uncharacterized protein C16orf52 homolog B"	"Xenopus laevis (African clawed f"	2e-52
comp226211_c0	18.89	5.21	6.33	8.35	8.2	8.39	8.65	P93738	ACT9_ARATH	"Putative actin-9"	"Arabidopsis thaliana (Mouse-ear "	7e-39
comp226211_c0	18.89	5.21	6.33	8.35	8.2	8.39	8.65	Q0VGB7	PP4R2_MOUSE	"Serine/threonine-protein phosphatase 4 regulatory subunit 2"	"Mus musculus (Mouse)."	3e-40
comp226211_c0	18.89	5.21	6.33	8.35	8.2	8.39	8.65	P93738	ACT9_ARATH	"Putative actin-9"	"Arabidopsis thaliana (Mouse-ear "	9e-39
comp223205_c0	18.88	10.5	7.54	4.96	3.68	4.09	4.09	Q4QR83	STRA6_RAT	"Stimulated by retinoic acid gene 6 protein homolog"	"Rattus norvegicus (Rat)."	6e-21
comp216943_c1	18.88	10.33	7.04	8.58	5.94	5.48	5.63	Q3EC11	ZDHC2_ARATH	"Probable S-acyltransferase At2g14255"	"Arabidopsis thaliana (Mouse-ear "	2e-34
comp221330_c1	18.87	13.09	8.42	2.16	3.95	4.02	1.67	Q9BSV6	SEN34_HUMAN	"tRNA-splicing endonuclease subunit Sen34"	"Homo sapiens (Human)."	1e-52
comp218868_c5	18.87	8.48	8.17	14.49	16.46	15.21	13.1	O61492	FLOT2_DROME	Flotillin-2	"Drosophila melanogaster (Fruit f"	6e-122
comp225231_c1	18.85	9.11	6.97	8.26	7.83	6.2	6.78	Q5SQX6	CYFP2_MOUSE	"Cytoplasmic FMR1-interacting protein 2"	"Mus musculus (Mouse)."	0
comp225231_c1	18.85	9.11	6.97	8.26	7.83	6.2	6.78	Q9VF87	CYFIP_DROME	"Cytoplasmic FMR1-interacting protein"	"Drosophila melanogaster (Fruit f"	0
comp118798_c0	18.84	24.69	23.17	19.16	9.55	7.5	6.67	Q8N108	MIER1_HUMAN	"Mesoderm induction early response protein 1"	"Homo sapiens (Human)."	3e-90
comp223032_c1	18.84	27.6	10.2	7.97	5.26	6.06	3.75	Q63150	DPYS_RAT	Dihydropyrimidinase	"Rattus norvegicus (Rat)."	1e-128
comp223032_c1	18.84	27.6	10.2	7.97	5.26	6.06	3.75	Q63150	DPYS_RAT	Dihydropyrimidinase	"Rattus norvegicus (Rat)."	0
comp220227_c0	18.81	16.55	10.18	6.37	4.48	1.84	2.76	Q9UI36	DACH1_HUMAN	"Dachshund homolog 1"	"Homo sapiens (Human)."	2e-62
comp223886_c0	18.8	24.46	19.03	9.28	8.2	7.08	11.24	Q8MJK1	CBY1_BOVIN	"Protein chibby homolog 1"	"Bos taurus (Bovine)."	4e-32
comp223886_c0	18.8	24.46	19.03	9.28	8.2	7.08	11.24	Q6AXP3	F227B_RAT	"Protein FAM227B"	"Rattus norvegicus (Rat)."	0.00000000001
comp223886_c0	18.8	24.46	19.03	9.28	8.2	7.08	11.24	Q8MJK1	CBY1_BOVIN	"Protein chibby homolog 1"	"Bos taurus (Bovine)."	2e-29
comp234024_c0	18.8	5.42	16.48	20.69	7.74	4.12	10.83	Q9Y5R2	MMP24_HUMAN	"Matrix metalloproteinase-24"	"Homo sapiens (Human)."	2e-35
comp223886_c0	18.8	24.46	19.03	9.28	8.2	7.08	11.24	Q6AXP3	F227B_RAT	"Protein FAM227B"	"Rattus norvegicus (Rat)."	5e-22
comp223886_c0	18.8	24.46	19.03	9.28	8.2	7.08	11.24	O70157	TOP3A_MOUSE	"DNA topoisomerase 3-alpha"	"Mus musculus (Mouse)."	0.000000000000001
comp223886_c0	18.8	24.46	19.03	9.28	8.2	7.08	11.24	Q6AXP3	F227B_RAT	"Protein FAM227B"	"Rattus norvegicus (Rat)."	9e-22
comp225229_c1	18.78	11.43	13.49	23.89	27.2	20.42	21.53	Q9EPU0	RENT1_MOUSE	"Regulator of nonsense transcripts 1"	"Mus musculus (Mouse)."	0
comp221560_c3	18.76	18.83	22.47	15.87	4.58	4.19	9.78	Q5HYI8	RABL3_HUMAN	"Rab-like protein 3"	"Homo sapiens (Human)."	5e-90
comp214834_c1	18.74	2.63	4.83	8.91	13.02	9.51	21.42	Q5F418	PSMD1_CHICK	"26S proteasome non-ATPase regulatory subunit 1"	"Gallus gallus (Chicken)."	0
comp219245_c1	18.73	15.44	6.31	3.18	3.02	3.64	3.51	Q6TCH7	PAQR3_HUMAN	"Progestin and adipoQ receptor family member 3"	"Homo sapiens (Human)."	5e-80
comp219245_c1	18.73	15.44	6.31	3.18	3.02	3.64	3.51	Q6TCH7	PAQR3_HUMAN	"Progestin and adipoQ receptor family member 3"	"Homo sapiens (Human)."	5e-33
comp219245_c1	18.73	15.44	6.31	3.18	3.02	3.64	3.51	Q6TCH7	PAQR3_HUMAN	"Progestin and adipoQ receptor family member 3"	"Homo sapiens (Human)."	1e-32
comp223516_c0	18.72	6.26	7.12	12.54	15.8	15.14	17.8	O42611	HIRA_TAKRU	"Protein HIRA"	"Takifugu rubripes (Japanese puff"	0
comp216017_c0	18.72	16.28	14.34	11.19	1.84	2.3	2.79	Q6ZN57	ZFP2_HUMAN	"Zinc finger protein 2 homolog"	"Homo sapiens (Human)."	5e-53
comp223516_c0	18.72	6.26	7.12	12.54	15.8	15.14	17.8	Q8QFR2	HIRA_XENLA	"Protein HIRA"	"Xenopus laevis (African clawed f"	2e-26
comp223516_c0	18.72	6.26	7.12	12.54	15.8	15.14	17.8	Q8QFR2	HIRA_XENLA	"Protein HIRA"	"Xenopus laevis (African clawed f"	2e-71
comp216017_c0	18.72	16.28	14.34	11.19	1.84	2.3	2.79	Q6P560	ZN182_MOUSE	"Zinc finger protein 182"	"Mus musculus (Mouse)."	3e-52
comp208612_c0	18.7	22.55	19.88	9.25	1.47	1.58	3.06	P78417	GSTO1_HUMAN	"Glutathione S-transferase omega-1"	"Homo sapiens (Human)."	3e-43
comp208612_c0	18.7	22.55	19.88	9.25	1.47	1.58	3.06	P78417	GSTO1_HUMAN	"Glutathione S-transferase omega-1"	"Homo sapiens (Human)."	1e-43
comp216337_c0	18.69	19.84	17.04	15.59	5.74	4.38	8.48	Q8VDL4	ADPGK_MOUSE	"ADP-dependent glucokinase"	"Mus musculus (Mouse)."	2e-108
comp216337_c0	18.69	19.84	17.04	15.59	5.74	4.38	8.48	Q9BWL3	CA043_HUMAN	"Uncharacterized protein C1orf43"	"Homo sapiens (Human)."	1e-29
comp209901_c0	18.69	13.15	13.98	13.43	4.65	3.73	5.73	Q9NW81	AT5SL_HUMAN	"ATP synthase subunit s-like protein"	"Homo sapiens (Human)."	1e-22
comp225392_c0	18.69	9.12	10.5	11.8	18.39	17.7	8.27	A4FUW8	TXD11_BOVIN	"Thioredoxin domain-containing protein 11"	"Bos taurus (Bovine)."	2e-99
comp222411_c1	18.64	30.25	35.34	3.86	3.65	2.29	0.76	B3EWR1	LEC_MYTGA	Lectin	"Mytilus galloprovincialis (Medit"	0.00001
comp219153_c1	18.63	8.98	15.55	23.24	25.67	22.87	29.01	P14685	PSMD3_MOUSE	"26S proteasome non-ATPase regulatory subunit 3"	"Mus musculus (Mouse)."	0
comp224502_c0	18.62	17.3	28.93	31.43	16.42	13	28.38	Q14690	RRP5_HUMAN	"Protein RRP5 homolog"	"Homo sapiens (Human)."	7e-176
comp222720_c3	18.62	16.47	17.7	14.73	26.59	36.66	86	Q3KQ77	EFCB1_XENLA	"EF-hand calcium-binding domain-containing protein 1"	"Xenopus laevis (African clawed f"	5e-66
comp224502_c0	18.62	17.3	28.93	31.43	16.42	13	28.38	Q14690	RRP5_HUMAN	"Protein RRP5 homolog"	"Homo sapiens (Human)."	7e-174
comp222720_c3	18.62	16.47	17.7	14.73	26.59	36.66	86	Q66IB8	CB076_DANRE	"UPF0538 protein C2orf76 homolog"	"Danio rerio (Zebrafish) (Brachyd"	3e-39
comp224200_c0	18.61	11.39	13.15	14.84	6.86	7.26	14.14	Q9BZ67	FRMD8_HUMAN	"FERM domain-containing protein 8"	"Homo sapiens (Human)."	3e-65
comp224200_c0	18.61	11.39	13.15	14.84	6.86	7.26	14.14	Q9NPB0	SMDC1_HUMAN	"SAYSvFN domain-containing protein 1"	"Homo sapiens (Human)."	0.00000000000008
comp224200_c0	18.61	11.39	13.15	14.84	6.86	7.26	14.14	Q9BZ68	FR8P1_HUMAN	"Putative FERM domain-containing protein FRMD8P1"	"Homo sapiens (Human)."	0.0000004
comp224200_c0	18.61	11.39	13.15	14.84	6.86	7.26	14.14	Q5HZM1	EIF1A_XENLA	"Probable RNA-binding protein EIF1AD"	"Xenopus laevis (African clawed f"	8e-48
comp224200_c0	18.61	11.39	13.15	14.84	6.86	7.26	14.14	Q8TDP1	RNH2C_HUMAN	"Ribonuclease H2 subunit C"	"Homo sapiens (Human)."	0.000000000008
comp224200_c0	18.61	11.39	13.15	14.84	6.86	7.26	14.14	Q9BZ67	FRMD8_HUMAN	"FERM domain-containing protein 8"	"Homo sapiens (Human)."	7e-66
comp218840_c0	18.6	11.24	12.25	5.76	3.22	2.67	2.27	Q502B3	B3GL2_DANRE	"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2"	"Danio rerio (Zebrafish) (Brachyd"	1e-115
comp218840_c0	18.6	11.24	12.25	5.76	3.22	2.67	2.27	Q502B3	B3GL2_DANRE	"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2"	"Danio rerio (Zebrafish) (Brachyd"	1e-95
comp220926_c0	18.59	10.53	11.4	14.97	8.33	8.11	12.41	Q3URF8	KCD21_MOUSE	"BTB/POZ domain-containing protein KCTD21"	"Mus musculus (Mouse)."	7e-26
comp220926_c0	18.59	10.53	11.4	14.97	8.33	8.11	12.41	Q3URF8	KCD21_MOUSE	"BTB/POZ domain-containing protein KCTD21"	"Mus musculus (Mouse)."	4e-25
comp220926_c0	18.59	10.53	11.4	14.97	8.33	8.11	12.41	Q4G0X4	KCD21_HUMAN	"BTB/POZ domain-containing protein KCTD21"	"Homo sapiens (Human)."	8e-26
comp220926_c0	18.59	10.53	11.4	14.97	8.33	8.11	12.41	Q3URF8	KCD21_MOUSE	"BTB/POZ domain-containing protein KCTD21"	"Mus musculus (Mouse)."	2e-23
comp220926_c0	18.59	10.53	11.4	14.97	8.33	8.11	12.41	Q3URF8	KCD21_MOUSE	"BTB/POZ domain-containing protein KCTD21"	"Mus musculus (Mouse)."	1e-27
comp225486_c1	18.59	9.58	5.16	5.09	6.57	4.11	4.96	Q6ZQF0	TOPB1_MOUSE	"DNA topoisomerase 2-binding protein 1"	"Mus musculus (Mouse)."	7e-121
comp221759_c0	18.59	11.64	10.65	10.51	6.86	5.2	8.46	Q05AM5	ELP2_DANRE	"Elongator complex protein 2"	"Danio rerio (Zebrafish) (Brachyd"	0
comp220926_c0	18.59	10.53	11.4	14.97	8.33	8.11	12.41	Q3URF8	KCD21_MOUSE	"BTB/POZ domain-containing protein KCTD21"	"Mus musculus (Mouse)."	6e-24
comp220926_c0	18.59	10.53	11.4	14.97	8.33	8.11	12.41	Q3URF8	KCD21_MOUSE	"BTB/POZ domain-containing protein KCTD21"	"Mus musculus (Mouse)."	5e-25
comp220926_c0	18.59	10.53	11.4	14.97	8.33	8.11	12.41	Q3URF8	KCD21_MOUSE	"BTB/POZ domain-containing protein KCTD21"	"Mus musculus (Mouse)."	1e-25
comp215178_c1	18.58	9.8	7.32	7.58	7.45	5.95	7.36	Q5F398	MAEA_CHICK	"Macrophage erythroblast attacher"	"Gallus gallus (Chicken)."	5e-180
comp218093_c0	18.57	24.35	19.87	19.52	22.92	31.36	28.62	Q04592	PCSK5_MOUSE	"Proprotein convertase subtilisin/kexin type 5"	"Mus musculus (Mouse)."	0.000000000002
comp213706_c0	18.56	19.41	23.66	20.57	14.23	12.48	21.24	Q6GPP7	TM209_XENLA	"Transmembrane protein 209"	"Xenopus laevis (African clawed f"	7e-109
comp225648_c0	18.55	2.43	1.75	5.94	2.76	2.26	4.29	Q8WWI1	LMO7_HUMAN	"LIM domain only protein 7"	"Homo sapiens (Human)."	1e-36
comp220672_c0	18.54	10.26	6.76	2.77	3.81	2.09	0.66	Q80WQ4	K1456_MOUSE	"Putative methyltransferase KIAA1456"	"Mus musculus (Mouse)."	1e-59
comp212699_c0	18.52	9.09	19.64	23.76	9.14	8.63	16.85	Q5E9K1	COMD5_BOVIN	"COMM domain-containing protein 5"	"Bos taurus (Bovine)."	3e-52
comp214865_c0	18.51	16.68	36.2	43.8	17.59	15.67	25.86	P26270	PSD7_DROME	"26S proteasome non-ATPase regulatory subunit 7"	"Drosophila melanogaster (Fruit f"	3e-173
comp214865_c0	18.51	16.68	36.2	43.8	17.59	15.67	25.86	P26270	PSD7_DROME	"26S proteasome non-ATPase regulatory subunit 7"	"Drosophila melanogaster (Fruit f"	5e-172
comp217585_c3	18.51	16.88	36.09	61.16	41.79	43.49	86.51	Q68FG0	ZC4H2_MOUSE	"Zinc finger C4H2 domain-containing protein"	"Mus musculus (Mouse)."	3e-72
comp222578_c1	18.5	19.09	16.97	12.9	9.93	12.33	9.38	Q9CR40	KLH28_MOUSE	"Kelch-like protein 28"	"Mus musculus (Mouse)."	0.000001
comp217022_c0	18.49	9.92	7.01	3.31	10.09	8.57	7.89	A0JM12	MEG10_XENTR	"Multiple epidermal growth factor-like domains protein 10"	"Xenopus tropicalis (Western claw"	9e-20
